[combat] time=0.288 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.289 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.289 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.304 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.327 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[anim] time=3.514 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.522 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.522 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.522 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.522 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.522 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.523 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.523 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.523 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.523 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.523 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.523 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.523 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.523 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.523 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.523 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.524 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.524 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.524 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.531 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.531 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.531 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.532 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.532 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.532 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.532 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.532 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.532 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.532 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.532 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.533 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.533 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.533 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.533 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.533 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.541 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.541 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.541 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.541 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.541 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.542 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.542 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.542 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.542 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.542 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.542 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.542 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.542 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.542 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.542 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.543 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.551 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.551 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.551 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.551 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.551 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.552 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.552 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.552 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.552 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.552 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.552 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.552 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.552 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.552 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.552 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.552 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.562 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.562 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.562 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.563 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.563 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.563 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.563 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.563 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.563 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.563 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.563 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.563 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.564 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.564 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.564 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.564 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.571 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.571 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.572 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.572 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.572 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.573 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.573 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.573 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.573 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.573 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.573 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.573 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.574 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.574 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.574 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.574 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.582 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.582 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.582 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.582 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.582 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.582 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.583 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.583 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.583 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.583 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.583 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.583 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.583 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.583 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.583 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.583 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.592 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.592 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.592 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.592 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.592 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.593 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.604 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.604 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.604 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.605 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.605 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.605 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.605 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.605 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.605 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.605 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.605 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.605 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.606 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.606 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.606 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.606 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.630 unit=player track=0 requested=0 played=0 kind=Exact
[combat] time=3.646 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=44;hex=00000000070000002E676F2078797A202D383934392E3935202D3133322E3439332038332E35333132203000
[combat] time=3.646 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[anim] time=3.655 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.655 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.655 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.656 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.656 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.656 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.656 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.656 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.656 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.656 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.656 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.657 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.657 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.657 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.657 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.657 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=3.675 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=15;hex=00000000070000002E676D206F6E00
[combat] time=3.675 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.gm_on
[anim] time=3.683 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.684 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.684 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.684 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.684 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.684 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.684 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.685 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.685 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.685 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.685 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.685 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.685 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.685 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.685 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.685 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=3.689 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=28;hex=00000000070000002E68656C70206E706320737061776E2061646400
[combat] time=3.689 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.help_npc_spawn_add
[anim] time=3.696 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.696 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.697 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.697 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.697 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.697 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.697 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.697 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.698 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.698 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.698 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.698 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.698 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.698 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.698 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.698 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.710 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.710 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.710 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.710 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.710 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.711 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.711 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.711 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.711 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.711 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.711 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.711 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.711 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.712 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.723 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.723 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.723 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.723 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.723 unit=creature:447 track=0 requested=0 played=0 kind=Exact
