[combat] time=0.316 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.317 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.317 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.332 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.334 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.354 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[anim] time=3.218 unit=creature:447 track=0 requested=0 played=0 kind=BakedOnDemand
[anim] time=3.218 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.219 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.219 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.219 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.226 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.227 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.232 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.232 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.233 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.233 unit=creature:3277 track=0 requested=0 played=0 kind=Exact
[anim] time=3.234 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.235 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.235 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.236 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.236 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.236 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.236 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.236 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.236 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.237 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.237 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.244 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.245 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.252 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.252 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.252 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.253 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.254 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.255 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.255 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.255 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.255 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.256 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.256 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.256 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.256 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.257 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.264 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.264 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.269 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.269 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.269 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.271 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.271 unit=creature:3278 track=0 requested=0 played=0 kind=Exact
[anim] time=3.272 unit=creature:3276 track=0 requested=0 played=0 kind=Exact
[anim] time=3.272 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.274 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.274 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.274 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.274 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.275 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.275 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.275 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.275 unit=creature:3251 track=0 requested=0 played=0 kind=Exact
[anim] time=3.277 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.277 unit=creature:3253 track=0 requested=0 played=0 kind=Exact
[anim] time=3.278 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.285 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.286 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.289 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.290 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.290 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.290 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.291 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.291 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.291 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.291 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.291 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.292 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.292 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.292 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.292 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.292 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.297 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.298 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.301 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.302 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.302 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.302 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.303 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.303 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.303 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.303 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.303 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.304 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.304 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.304 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.304 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.304 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.310 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.310 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.314 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.314 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.314 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.315 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.315 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.315 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.316 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.316 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.316 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.316 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.316 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.316 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.316 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.317 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.322 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.322 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.326 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.326 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.326 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.327 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.328 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.328 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.328 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.328 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.328 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.328 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.328 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.328 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.329 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.329 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.335 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.335 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.339 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.339 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.339 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.340 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.340 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.340 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.340 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.341 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.341 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.341 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.341 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.341 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.341 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.342 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.347 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.347 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.351 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.351 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.351 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.352 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.352 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.353 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.353 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.353 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.353 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.353 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.353 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.353 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.354 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.354 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.359 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.359 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.363 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.364 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.364 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.364 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.365 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.365 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.365 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.365 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.365 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.366 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.366 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.366 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.366 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.366 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.372 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.372 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.377 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.377 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.377 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.378 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.378 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.379 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.379 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.379 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.379 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.379 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.379 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.379 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.380 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.380 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.386 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.386 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.390 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.391 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.391 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.391 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.392 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.392 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.392 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.392 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.392 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.393 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.393 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.393 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.393 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.394 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.400 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
